customer_id,last_purchase,first_purchase,total_orders,total_revenue,total_items,avg_order_value,unique_products,days_since_last_purchase,customer_lifespan_days,avg_days_between_orders,purchase_frequency,ltv,churned,r_score,f_score,m_score,rfm_avg,rfm_segment,segment,city,signup_date,days_since_signup
CUST0116,2026-04-01,2024-06-14,15,61872.200000000004,48,4124.8133333333335,11,18,656,46.857142857142854,0.6859756097560975,61872.2,0,5,4,5,4.666666666666667,Champions,Budget,Pune,2025-03-10,405
CUST0117,2026-03-03,2024-05-20,20,77299.66,62,3864.983,14,47,652,34.31578947368421,0.920245398773006,77299.66,0,4,5,5,4.666666666666667,Champions,Budget,Chennai,2024-06-23,665
CUST0118,2026-01-04,2024-05-15,11,36974.46,34,3361.314545454545,9,105,599,59.9,0.5509181969949917,36974.46,1,2,3,4,3.0,At Risk,Premium,Hyderabad,2025-06-21,302
CUST0119,2026-04-08,2024-05-18,15,39668.98,41,2644.5986666666668,13,11,690,49.285714285714285,0.6521739130434783,39668.98,0,5,4,4,4.333333333333333,Champions,Budget,Mumbai,2024-03-20,760
CUST0120,2026-02-26,2024-07-08,8,28817.56,23,3602.195,6,52,598,85.42857142857143,0.4013377926421405,28817.56,0,4,2,4,3.3333333333333335,New Customers,Regular,Ahmedabad,2025-01-18,456
CUST0121,2025-09-28,2024-04-24,15,49090.43,43,3272.6953333333336,10,203,522,37.285714285714285,0.8620689655172414,49090.43,1,1,4,4,3.0,Cant Lose Them,Budget,Ahmedabad,2024-04-07,742
CUST0122,2026-03-23,2024-04-29,8,14866.04,20,1858.255,8,27,693,99.0,0.3463203463203463,14866.04,0,5,2,3,3.3333333333333335,New Customers,Budget,Hyderabad,2026-03-18,32
CUST0123,2026-04-18,2024-05-06,12,47475.630000000005,29,3956.3025000000002,10,1,712,64.72727272727273,0.5056179775280899,47475.63,0,5,3,4,4.0,Loyal Customers,Regular,Kolkata,2024-10-12,554
CUST0124,2026-03-28,2024-08-24,18,52129.04,65,2896.057777777778,12,22,581,34.1764705882353,0.9294320137693631,52129.04,0,5,4,5,4.666666666666667,Champions,Premium,Mumbai,2024-07-04,654
CUST0125,2026-01-20,2024-06-09,10,20673.57,20,2067.357,7,89,590,65.55555555555556,0.5084745762711864,20673.57,0,3,3,3,3.0,Loyal Customers,Regular,Delhi,2023-04-24,1091
CUST0126,2025-12-16,2024-06-29,10,45505.32,25,4550.532,8,124,535,59.44444444444444,0.5607476635514019,45505.32,1,2,3,4,3.0,At Risk,Regular,Pune,2024-01-20,820
CUST0127,2026-04-04,2024-05-06,10,16967.64,29,1696.764,8,15,698,77.55555555555556,0.42979942693409745,16967.64,0,5,3,3,3.6666666666666665,Loyal Customers,Budget,Mumbai,2024-05-15,704
CUST0128,2026-03-28,2024-09-09,15,59767.73,49,3984.5153333333337,11,22,565,40.357142857142854,0.7964601769911505,59767.73,0,5,4,5,4.666666666666667,Champions,Budget,Kolkata,2025-04-06,378
CUST0129,2026-04-06,2024-07-07,15,48138.28,46,3209.2186666666666,14,13,638,45.57142857142857,0.7053291536050157,48138.28,0,5,4,4,4.333333333333333,Champions,Premium,Kolkata,2023-07-29,995
CUST0130,2026-04-05,2024-05-25,19,57102.700000000004,61,3005.4052631578948,15,14,680,37.77777777777778,0.838235294117647,57102.7,0,5,4,5,4.666666666666667,Champions,Regular,Hyderabad,2024-07-21,637
CUST0131,2026-02-21,2024-08-19,12,57507.88,32,4792.323333333333,9,57,551,50.09090909090909,0.6533575317604355,57507.88,0,4,3,5,4.0,Loyal Customers,Regular,Chennai,2025-06-18,305
CUST0132,2026-03-20,2024-07-17,11,20633.84,35,1875.8036363636363,6,30,611,61.1,0.5400981996726677,20633.84,0,5,3,3,3.6666666666666665,Loyal Customers,Regular,Mumbai,2023-05-09,1076
